node_id,disciplina_estrategica,disciplina,materia,conteudo,subunidade,descricao_curta,tamanho_pedagogico,expected_contacts_min,expected_contacts_target,cadencia_base,frequencia_base,peso_recorrencia,peso_estrategico,tipo_no,free_mode,ativo,observacoes
PHY_066,Natureza,Fisica,Dinamica,Energia mecanica,Conservacao da energia mecanica,Relacionar energia potencial energia cinetica e conservacao mecanica,grande,4,6,4d,alta,1.2,1.3,content,true,true,Fecha a camada mais recorrente de energia mecanica escolar.
PHY_067,Natureza,Fisica,Hidrodinamica,Fluidos em movimento,Bernoulli e hidrodinamica aplicada,Aplicar energia em fluidos pressao e velocidade em escoamento,grande,4,6,4d,media,1.1,1.2,content,true,true,Aprofunda a hidrodinamica depois da continuidade.
PHY_068,Natureza,Fisica,Optica,Lentes,Fisica da visao,Relacionar acomodacao visual defeitos da visao e correcoes opticas,medio,3,5,4d,media,1.0,1.1,content,true,true,Camada aplicada de optica com foco recorrente no ENEM.
PHY_069,Natureza,Fisica,Eletromagnetismo,Inducao,Lei de Faraday-Lenz,Aplicar sentido e intensidade da inducao em situacoes classicas,grande,4,6,4d,media,1.1,1.2,content,true,true,Fecha a trilha inicial de inducao eletromagnetica com leitura operacional.
CHEM_001,Natureza,Quimica,Estequiometria,Grandezas quimicas,Grandezas quimicas,Trabalhar mol massa e relacoes quantitativas basicas,medio,3,5,3d,alta,1.1,1.2,content,true,true,Ponto de entrada quantitativo para estequiometria.
CHEM_002,Natureza,Quimica,Estequiometria,Fatores de calculo estequiometrico,Fatores de calculo estequiometrico,Resolver proporcoes em reacoes e conversoes,medio,3,5,3d,alta,1.2,1.3,content,true,true,No de maior dependencia matematica em quimica basica.
CHEM_003,Natureza,Quimica,Solucoes,Concentracao e densidade,Unidades de concentracao e densidade,Comparar concentracoes e densidades com seguranca,medio,3,5,3d,alta,1.2,1.3,content,true,true,Usa proporcao leitura de unidades e densidade.
CHEM_004,Natureza,Quimica,Solucoes,Diluicao de solucoes,Diluicao de solucoes,Aplicar conservacao e proporcao em diluicoes,medio,3,5,3d,alta,1.2,1.3,content,true,true,Depende de concentracao e raciocinio proporcional.
CHEM_005,Natureza,Quimica,Gases,Gases,Gases,Interpretar relacoes entre pressao volume temperatura e quantidade,medio,3,5,4d,media,1.1,1.2,content,true,true,Conecta proporcao grafico e modelagem quantitativa.
CHEM_006,Natureza,Quimica,Nox e reacoes,Calculo de nox,Calculo de nox,Determinar numero de oxidacao com metodo seguro,medio,3,5,3d,media,1.0,1.1,content,true,true,Exige leitura algoritimica e alguma seguranca simbolica.
CHEM_007,Natureza,Quimica,Nox e reacoes,Balanceamento de equacoes,Balanceamento de equacoes,Balancear equacoes por inspecao com metodo claro,medio,3,5,3d,media,1.1,1.2,content,true,true,Usa conservacao quantitativa e raciocinio estruturado.
CHEM_008,Natureza,Quimica,Nox e reacoes,Oxidacao e reducao,Oxidacao e reducao,Relacionar transferencia de eletrons e variacao de nox,medio,3,5,3d,media,1.0,1.1,content,true,true,Complementa calculo de nox e balanceamento.
CHEM_009,Natureza,Quimica,Quimica Basica,Introducao a quimica,Analise imediata,Reconhecer linguagem simbolica fenomenos e observacao inicial da quimica,pequeno,2,4,2d,media,0.9,1.1,content,true,true,Entrada conceitual da disciplina.
CHEM_010,Natureza,Quimica,Quimica Basica,Materia e misturas,Materias substancias e misturas,Distinguir substancias misturas fases e separacao de materiais,medio,3,5,2d,alta,1.0,1.2,content,true,true,Base escolar muito recorrente na abertura da disciplina.
CHEM_011,Natureza,Quimica,Atomo,Modelos atomicos,Desenvolvimento historico,Entender a evolucao dos modelos atomicos e seus limites,pequeno,2,4,3d,media,0.9,1.0,content,true,true,Entrada historica e conceitual para a estrutura atomica.
CHEM_012,Natureza,Quimica,Atomo,Estrutura atomica,Modelo atual,Relacionar particulas orbitais distribuicao eletronica e identidade atomica,medio,3,5,3d,media,1.0,1.2,content,true,true,Base para tabela periodica e ligacoes.
CHEM_013,Natureza,Quimica,Tabela Periodica,Tabela periodica,Tabela periodica,Ler familias periodos e propriedades periodicas com seguranca,medio,3,5,3d,alta,1.1,1.2,content,true,true,No central para ligacoes e reatividade.
CHEM_014,Natureza,Quimica,Ligacoes Quimicas,Ligacoes,Ligacoes quimicas,Relacionar transferencia compartilhamento e estabilidade em ligacoes,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada quantitativa e estrutural para quimica inorganica e organica.
CHEM_015,Natureza,Quimica,Ligacoes Quimicas,Interacoes moleculares,Forcas intermoleculares,Comparar interacoes entre moleculas e efeitos em propriedades fisicas,medio,3,5,3d,media,1.0,1.1,content,true,true,Recorte importante para propriedades e solucoes.
CHEM_016,Natureza,Quimica,Ligacoes Quimicas,Estrutura molecular,Geometria molecular,Interpretar forma molecular e arranjos espaciais com mais seguranca,medio,3,5,4d,media,1.0,1.2,content,true,true,Primeiro recorte da camada estrutural das ligacoes quimicas.
CHEM_017,Natureza,Quimica,Funcoes Inorganicas,Acidos e bases,Conceitos de acido e base,Compreender definicoes fundamentais de acido e base com mais clareza,medio,3,5,3d,media,1.0,1.1,content,true,true,Entrada conceitual das funcoes inorganicas.
CHEM_018,Natureza,Quimica,Funcoes Inorganicas,Acidos e bases,Estudo das bases e dos sais,Relacionar propriedades nomenclatura e comportamento de bases e sais,medio,3,5,3d,media,1.0,1.1,content,true,true,Complementa a base de funcoes inorganicas.
CHEM_019,Natureza,Quimica,Funcoes Inorganicas,Oxidos e reacoes,Estudo dos oxidos,Reconhecer classificacao e reatividade dos oxidos,medio,3,5,3d,media,1.0,1.1,content,true,true,Extensao natural das funcoes inorganicas.
CHEM_020,Natureza,Quimica,Funcoes Inorganicas,Oxidos e reacoes,Reacoes inorganicas,Classificar e prever reacoes inorganicas mais comuns,medio,3,5,3d,media,1.0,1.1,content,true,true,Fecha a camada operacional da quimica inorganica inicial.
CHEM_021,Natureza,Quimica,Estequiometria,Representacao quimica,Calculo de formulas,Determinar formulas empiricas moleculares e composicoes simples,medio,3,5,3d,alta,1.1,1.2,content,true,true,Primeiro passo quantitativo antes do calculo estequiometrico.
CHEM_022,Natureza,Quimica,Solucoes,Solucoes e dispersoes,Dispersoes coloides solubilidade e classificacao das solucoes,Distinguir tipos de dispersao e comportamento de solubilidade,grande,4,6,4d,media,1.0,1.1,content,true,true,Entrada conceitual para a trilha de solucoes.
CHEM_023,Natureza,Quimica,Solucoes,Preparacao de solucoes,Misturas de solucoes,Resolver preparacao e combinacao de solucoes em contexto pratico,medio,3,5,3d,alta,1.1,1.2,content,true,true,Complementa diluicao com cenarios operacionais.
CHEM_024,Natureza,Quimica,Termoquimica,Leitura de reacoes,Classificacao e leitura das reacoes,Interpretar reacoes quanto a energia e transformacao quimica,medio,3,5,3d,media,1.0,1.1,content,true,true,Entrada da termoquimica.
CHEM_025,Natureza,Quimica,Termoquimica,Entalpia,Entalpia das reacoes,Aplicar variacao de entalpia e diagramas energeticos,medio,3,5,3d,alta,1.1,1.2,content,true,true,No central da termoquimica escolar.
CHEM_026,Natureza,Quimica,Termoquimica,Espontaneidade,Entropia e energia livre de Gibbs,Relacionar desordem espontaneidade e energia livre,grande,4,6,4d,media,1.0,1.1,content,true,true,Fecha a camada conceitual mais exigente da termoquimica.
CHEM_027,Natureza,Quimica,Cinetica,Cinetica,Fundamentos da cinetica,Relacionar velocidade de reacao e leitura geral de mecanismos com mais seguranca,medio,3,5,4d,alta,1.1,1.2,content,true,true,Primeiro recorte da trilha de cinetica.
CHEM_028,Natureza,Quimica,Equilibrio Quimico,Equilibrio quimico,Constante de equilibrio,Interpretar expressoes e valor de constantes de equilibrio,medio,3,5,4d,media,1.1,1.2,content,true,true,Primeiro degrau quantitativo do equilibrio.
CHEM_029,Natureza,Quimica,Equilibrio Quimico,Equilibrio quimico,Deslocamento do equilibrio,Aplicar Le Chatelier e leitura de perturbacoes do sistema,medio,3,5,4d,media,1.1,1.2,content,true,true,Extensao operacional do equilibrio.
CHEM_030,Natureza,Quimica,Equilibrio Quimico,Equilibrio ionico,Ionizacao e dissociacao,Trabalhar ionizacao dissociacao e especies em meio ionico,medio,3,5,4d,media,1.1,1.2,content,true,true,Primeiro recorte do equilibrio ionico.
CHEM_031,Natureza,Quimica,Equilibrio Quimico,Equilibrio ionico,Hidrolise,Interpretar hidrolise salina e seus efeitos no meio,medio,3,5,4d,media,1.0,1.1,content,true,true,Aprofunda equilibrio ionico.
CHEM_032,Natureza,Quimica,Equilibrio Quimico,Equilibrio ionico,Tampao e Kps,Relacionar efeito tampao e solubilidade em equilibrio,grande,4,6,4d,media,1.0,1.1,content,true,true,Fecha a trilha inicial de equilibrio ionico.
CHEM_033,Natureza,Quimica,Eletroquimica,Eletroquimica,Pilha e espontaneidade redox,Relacionar espontaneidade fluxo de eletrons e montagem basica de pilhas,medio,3,5,4d,media,1.1,1.2,content,true,true,Entrada da eletroquimica.
CHEM_034,Natureza,Quimica,Eletroquimica,Eletroquimica,Eletrolise,Relacionar eletricidade e reacoes nao espontaneas na eletrolise,grande,4,6,4d,media,1.1,1.2,content,true,true,Fecha a camada inicial de eletroquimica.
CHEM_035,Natureza,Quimica,Propriedades Coligativas,Propriedades coligativas,Fundamentos das propriedades coligativas,Interpretar efeitos de soluto nas propriedades fisicas da solucao,medio,3,5,4d,media,1.0,1.1,content,true,true,Entrada da trilha coligativa antes dos casos mais aplicados.
CHEM_036,Natureza,Quimica,Quimica Organica,Introducao a organica,Cadeias carbonicas,Classificar cadeias e organizar estrutura basica de compostos organicos,medio,3,5,3d,media,1.0,1.1,content,true,true,Entrada da quimica organica.
CHEM_037,Natureza,Quimica,Quimica Organica,Introducao a organica,Funcoes e series organicas,Reconhecer grupos funcionais e series homologas mais comuns,medio,3,5,3d,alta,1.1,1.2,content,true,true,Base para hidrocarbonetos e demais funcoes organicas.
CHEM_038,Natureza,Quimica,Quimica Organica,Hidrocarbonetos,Hidrocarbonetos,Interpretar nomenclatura propriedades e reatividade basica de hidrocarbonetos,medio,3,5,4d,media,1.0,1.1,content,true,true,Primeiro no especifico de organica recorrente no ENEM.
CHEM_039,Natureza,Quimica,Quimica Organica,Funcoes organicas,Funcoes oxigenadas,Reconhecer propriedades e comportamentos das funcoes oxigenadas,medio,3,5,4d,media,1.1,1.2,content,true,true,No muito recorrente em quimica organica.
CHEM_040,Natureza,Quimica,Quimica Organica,Funcoes organicas,Funcoes nitrogenadas,Reconhecer propriedades e comportamentos das funcoes nitrogenadas,medio,3,5,4d,media,1.0,1.1,content,true,true,Complementa o conjunto de funcoes organicas.
CHEM_041,Natureza,Quimica,Quimica Organica,Funcoes organicas,Outras funcoes na quimica organica,Reconhecer haletos enxofrados e outras funcoes menos centrais,medio,3,5,4d,media,0.9,1.0,content,true,true,Fecha o mapa inicial de funcoes organicas.
CHEM_042,Natureza,Quimica,Quimica Organica,Propriedades dos compostos organicos,Propriedades fisicas dos compostos organicos,Relacionar polaridade forcas e comportamento fisico em organica,medio,3,5,4d,media,1.0,1.1,content,true,true,Primeiro recorte entre estrutura e comportamento dos compostos organicos.
CHEM_043,Natureza,Quimica,Quimica Organica,Isomeria,Isomeria constitucional ou plana,Reconhecer isomeria plana e reorganizacao estrutural,medio,3,5,4d,media,1.0,1.1,content,true,true,Primeiro degrau da isomeria.
CHEM_044,Natureza,Quimica,Quimica Organica,Isomeria,Isomeria geometrica e optica,Interpretar estereoisomeria e orientacao espacial de moleculas,grande,4,6,4d,media,1.0,1.1,content,true,true,Fecha a trilha inicial de isomeria.
CHEM_045,Natureza,Quimica,Gases,Gases,Leis dos gases,Interpretar transformacoes gasosas e leis dos gases com mais precisao,medio,3,5,4d,media,1.1,1.2,content,true,true,Refina o antigo no amplo de gases.
CHEM_046,Natureza,Quimica,Radioatividade,Radioatividade,Radioatividade,Relacionar tipos de emissao decaimento e aplicacoes da radioatividade,medio,3,5,4d,media,1.0,1.1,content,true,true,Conteudo de interface com fisica moderna.
CHEM_047,Natureza,Quimica,Quimica Ambiental,Quimica ambiental,Poluentes e impactos ambientais,Interpretar poluentes ciclos e impactos quimicos ambientais,medio,3,5,4d,media,1.0,1.1,content,true,true,Primeiro recorte aplicado de quimica ambiental.
CHEM_048,Natureza,Quimica,Quimica Ambiental,Agua,Propriedades e papel da agua,Relacionar propriedades da agua disponibilidade e importancia ambiental,medio,3,5,4d,alta,1.1,1.2,content,true,true,Conteudo aplicado com alta relevancia.
CHEM_049,Natureza,Quimica,Quimica Organica,Reacoes organicas,Principais reacoes,Interpretar substituicao adicao eliminacao e oxidacao em organica,grande,4,6,4d,media,1.1,1.2,content,true,true,Entrada operacional da reatividade organica.
CHEM_050,Natureza,Quimica,Quimica Organica,Reacoes organicas,Outras reacoes importantes e polimeros,Relacionar polimerizacao e reacoes organicas mais aplicadas,grande,4,6,4d,media,1.0,1.1,content,true,true,Fecha a trilha inicial de reacoes organicas.
CHEM_051,Natureza,Quimica,Ligacoes Quimicas,Estrutura molecular,Hibridacao e polaridade,Relacionar hibridacao polaridade e distribuicao eletrica nas moleculas,grande,4,6,4d,media,1.0,1.2,content,true,true,Fecha a camada estrutural depois da geometria molecular.
CHEM_052,Natureza,Quimica,Cinetica,Cinetica,Fatores que alteram a velocidade da reacao,Interpretar concentracao temperatura superficie e catalise na cinetica,medio,3,5,4d,alta,1.1,1.2,content,true,true,Completa a camada operacional da cinetica escolar.
CHEM_053,Natureza,Quimica,Propriedades Coligativas,Propriedades coligativas,Osmose e variacoes de ebulicao e congelamento,Interpretar efeitos coligativos mais aplicados em osmose e mudancas de fase,grande,4,6,4d,media,1.0,1.1,content,true,true,Fecha a trilha inicial de propriedades coligativas.
CHEM_054,Natureza,Quimica,Quimica Organica,Propriedades dos compostos organicos,Propriedades quimicas e reatividade em organica,Relacionar funcao organica e padroes de reatividade com mais seguranca,grande,4,6,4d,media,1.0,1.1,content,true,true,Complementa as propriedades fisicas com foco em comportamento quimico.
CHEM_055,Natureza,Quimica,Funcoes Inorganicas,Acidos e bases,Estudo dos acidos,Relacionar propriedades nomenclatura e comportamento dos acidos,medio,3,5,3d,media,1.0,1.1,content,true,true,Fecha a primeira metade da trilha de acidos e bases.
CHEM_056,Natureza,Quimica,Equilibrio Quimico,Equilibrio ionico,pH pOH e meio acido-base,Interpretar pH pOH e caracterizacao acida basica do meio,grande,4,6,4d,media,1.1,1.2,content,true,true,Completa a leitura aplicada do equilibrio ionico escolar.
CHEM_057,Natureza,Quimica,Eletroquimica,Eletroquimica,Potencial de pilha e ddp,Interpretar potencial eletroquimico e comparar forca de pilhas com mais seguranca,grande,4,6,4d,media,1.1,1.2,content,true,true,Fecha a camada quantitativa mais comum da pilha escolar.
CHEM_058,Natureza,Quimica,Quimica Ambiental,Agua,Tratamento e quimica da agua,Relacionar tratamento potabilidade e intervencoes quimicas ligadas a agua,medio,3,5,4d,alta,1.1,1.2,content,true,true,Recorte aplicado que fecha a trilha de agua.
BIO_001,Natureza,Biologia,Introducao a Biologia,Fundamentos da vida,Caracteristicas gerais e metodo cientifico,Reconhecer caracteristicas dos seres vivos metodo cientifico e organizacao biologica,pequeno,2,4,2d,media,0.9,1.1,content,true,true,Entrada conceitual da disciplina.
BIO_002,Natureza,Biologia,Bioquimica,Bioquimica celular,Constituintes inorganicos agua e sais,Relacionar agua e sais minerais ao funcionamento celular,medio,3,5,2d,alta,1.0,1.2,content,true,true,Entrada da bioquimica.
BIO_003,Natureza,Biologia,Bioquimica,Biomoleculas,Glicidios e lipideos,Reconhecer estruturas e funcoes de glicidios e lipidios,medio,3,5,2d,alta,1.1,1.2,content,true,true,Base energetica e estrutural da bioquimica.
BIO_004,Natureza,Biologia,Bioquimica,Biomoleculas,Proteinas enzimas e vitaminas,Relacionar proteinas enzimas vitaminas e suas funcoes biologicas,medio,3,5,3d,alta,1.1,1.2,content,true,true,Fecha a camada inicial de biomoleculas.
BIO_005,Natureza,Biologia,Biologia Molecular,Acidos nucleicos,DNA RNA e replicacao,Entender DNA RNA replicacao e armazenamento da informacao genetica,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada de biologia molecular.
BIO_006,Natureza,Biologia,Biologia Molecular,Codigo genetico,Codigo genetico e leitura de codons,Interpretar codigo genetico leitura de codons e mutacoes pontuais basicas,medio,3,5,3d,alta,1.2,1.3,content,true,true,Primeiro degrau entre acidos nucleicos e expressao genetica.
BIO_007,Natureza,Biologia,Biologia Molecular,Engenharia genetica,Clonagem transgenia e testes geneticos,Interpretar engenharia genetica clonagem e aplicacoes modernas,grande,4,6,4d,media,1.0,1.1,content,true,true,Camada aplicada da biologia molecular.
BIO_008,Natureza,Biologia,Citologia,Base celular,Introducao a citologia e tipos celulares,Comparar celulas procarionticas e eucarionticas animais e vegetais,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada da citologia.
BIO_009,Natureza,Biologia,Citologia,Membrana e transporte,Membrana plasmatica e transporte passivo,Relacionar estrutura da membrana e processos passivos de transporte,medio,3,5,3d,alta,1.1,1.2,content,true,true,Primeiro degrau funcional da citologia.
BIO_010,Natureza,Biologia,Citologia,Membrana e transporte,Transporte ativo e vesicular,Interpretar bomba de sodio potassio transporte ativo e vesicular,medio,3,5,3d,alta,1.1,1.2,content,true,true,Complementa a dinamica da membrana celular.
BIO_011,Natureza,Biologia,Citologia,Citoplasma e organelas,Citoplasma organelas e microscopia,Relacionar organelas citoplasma e tecnicas basicas de microscopia,grande,4,6,3d,alta,1.1,1.2,content,true,true,No integrador da citologia basica.
BIO_012,Natureza,Biologia,Bioenergetica,Metabolismo energetico,Respiracao celular e producao de ATP,Relacionar respiracao celular e producao de ATP em nivel introdutorio,medio,3,5,3d,alta,1.2,1.3,content,true,true,Primeiro degrau da bioenergetica celular.
BIO_013,Natureza,Biologia,Bioenergetica,Metabolismo energetico,Fotossintese e quimiossintese,Interpretar fotossintese quimiossintese e fatores associados,grande,4,6,3d,alta,1.2,1.3,content,true,true,Complementa a base energetica do metabolismo.
BIO_014,Natureza,Biologia,Nucleo e Divisao Celular,Nucleo celular,Nucleo cariotipo e cromossomos,Relacionar nucleo cariotipo cromossomos gene e DNA,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada do eixo nuclear e genetico.
BIO_015,Natureza,Biologia,Nucleo e Divisao Celular,Divisao celular,Ciclo celular e mitose,Interpretar controle do ciclo celular mitose e proliferacao celular,medio,3,5,3d,alta,1.2,1.3,content,true,true,Primeiro degrau entre citologia e genetica.
BIO_016,Natureza,Biologia,Nucleo e Divisao Celular,Divisao celular,Alteracoes cromossomicas,Reconhecer alteracoes cromossomicas e seus efeitos biologicos,medio,3,5,4d,media,1.0,1.1,content,true,true,Extensao aplicada da divisao celular.
BIO_017,Natureza,Biologia,Reproducao Humana,Reproducao humana,Gametogenese fecundacao e sistemas reprodutores,Relacionar gametogenese fecundacao e sistemas reprodutores humanos,grande,4,6,3d,media,1.0,1.1,content,true,true,Entrada da reproducao humana.
BIO_018,Natureza,Biologia,Embriologia,Embriologia,Embriologia anexos e desenvolvimento inicial,Interpretar clivagem anexos embrionarios e desenvolvimento inicial,grande,4,6,4d,media,1.0,1.1,content,true,true,No de interface entre reproducao e histologia.
BIO_019,Natureza,Biologia,Histologia Animal,Tecidos basicos,Tecidos epiteliais conjuntivos e sanguineo,Reconhecer estruturas e funcoes dos principais tecidos basicos animais,grande,4,6,3d,alta,1.1,1.2,content,true,true,Entrada da histologia animal.
BIO_020,Natureza,Biologia,Histologia Animal,Tecidos especializados,Tecido muscular nervoso osseo e cartilaginoso,Relacionar tecidos especializados a funcao do organismo,grande,4,6,3d,alta,1.1,1.2,content,true,true,Complementa a base histologica.
BIO_021,Natureza,Biologia,Fisiologia Animal,Regulacao corporal,Sistema nervoso e sistema endocrino,Interpretar integracao nervosa e endocrina do corpo humano,grande,4,6,4d,alta,1.2,1.3,content,true,true,Primeiro recorte da regulacao corporal.
BIO_022,Natureza,Biologia,Fisiologia Animal,Manutencao do organismo,Sistema circulatorio,Interpretar circulacao transporte e distribuicao de substancias no organismo,medio,3,5,4d,alta,1.2,1.3,content,true,true,Primeiro recorte funcional da manutencao do organismo.
BIO_023,Natureza,Biologia,Fisiologia Animal,Manutencao do organismo,Sistema digestorio,Interpretar digestao absorcao e processamento de nutrientes no corpo humano,medio,3,5,4d,alta,1.1,1.2,content,true,true,Primeiro recorte digestorio da fisiologia humana.
BIO_024,Natureza,Biologia,Genetica,Genetica mendeliana,Introducao e primeira lei de Mendel,Compreender segregacao e heranca mendeliana basica,medio,3,5,3d,alta,1.2,1.3,content,true,true,Entrada da genetica escolar.
BIO_025,Natureza,Biologia,Genetica,Genetica mendeliana,Segunda lei de Mendel,Aplicar segregacao independente e cruzamentos mendelianos mais complexos,medio,3,5,4d,alta,1.2,1.3,content,true,true,Primeiro degrau quantitativo mais forte da genetica mendeliana.
BIO_026,Natureza,Biologia,Genetica,Herancas especiais,Grupos sanguineos polialelia e sexo,Relacionar sistema ABO Rh sexo e herancas especiais,grande,4,6,4d,alta,1.1,1.2,content,true,true,Extensao muito recorrente da genetica.
BIO_027,Natureza,Biologia,Genetica,Genetica avancada,Interacao genica linkage e pleiotropia,Interpretar interacao genica linkage e pleiotropia com mais seguranca,grande,4,6,4d,media,1.0,1.1,content,true,true,Fecha a camada de heranca mais exigente.
BIO_028,Natureza,Biologia,Genetica,Genetica de populacoes,Hardy-Weinberg e genetica das populacoes,Relacionar frequencias genicas equilibrio e populacoes,grande,4,6,4d,media,1.0,1.1,content,true,true,No de ponte para evolucao.
BIO_029,Natureza,Biologia,Origem e Evolucao,Origem da vida,Origem da vida e teorias iniciais,Interpretar hipoteses sobre origem da vida e contexto evolutivo inicial,medio,3,5,4d,media,0.9,1.0,content,true,true,Entrada da evolucao.
BIO_030,Natureza,Biologia,Origem e Evolucao,Teorias evolutivas,Lamarckismo Darwinismo e neodarwinismo,Relacionar teorias evolutivas e selecao natural,grande,4,6,4d,alta,1.2,1.2,content,true,true,No central da evolucao.
BIO_031,Natureza,Biologia,Origem e Evolucao,Processos evolutivos,Especiacao fatores evolutivos e evolucao humana,Interpretar especiacao fatores promotores e evolucao humana,grande,4,6,4d,alta,1.1,1.2,content,true,true,Fecha a trilha evolutiva principal.
BIO_032,Natureza,Biologia,Taxonomia e Sistematica,Classificacao biologica,Taxonomia sistematica e reinos,Relacionar classificacao sistematica e grandes reinos dos seres vivos,medio,3,5,4d,media,1.0,1.1,content,true,true,No organizador da diversidade biologica.
BIO_033,Natureza,Biologia,Microbiologia,Microbiologia geral,Virus bacterias e procariontes,Reconhecer virus bacterias e organizacao dos procariontes,grande,4,6,4d,alta,1.1,1.2,content,true,true,Entrada da microbiologia.
BIO_034,Natureza,Biologia,Microbiologia,Microbiologia geral,Protistas fungos e doencas,Interpretar protozoarios algas fungos e doencas associadas,grande,4,6,4d,alta,1.1,1.2,content,true,true,Complementa a camada microbiologica.
BIO_035,Natureza,Biologia,Botanica,Grupos vegetais,Introducao as plantas briófitas pteridofitas e gimnospermas,Reconhecer grupos vegetais iniciais e ciclos basicos,grande,4,6,4d,alta,1.0,1.2,content,true,true,Entrada da botanica.
BIO_036,Natureza,Biologia,Botanica,Angiospermas e reproducao,Angiospermas frutos sementes e reproducao vegetal,Interpretar reproducao vegetal frutos sementes e angiospermas,grande,4,6,4d,alta,1.1,1.2,content,true,true,No central da botanica reprodutiva.
BIO_037,Natureza,Biologia,Botanica,Morfologia vegetal,Raiz caule folha e histologia vegetal,Relacionar orgaos vegetais e histologia das plantas,grande,4,6,4d,alta,1.0,1.2,content,true,true,Base estrutural da fisiologia vegetal.
BIO_038,Natureza,Biologia,Botanica,Fisiologia vegetal,Nutricao conducao transpiração e fitormonios,Interpretar nutricao vegetal conducao transpiração e fitormonios,grande,4,6,4d,alta,1.1,1.2,content,true,true,Fecha a trilha vegetal funcional.
BIO_039,Natureza,Biologia,Zoologia,Invertebrados basicos,Poriferos cnidarios platihelmintos e nematelmintos,Reconhecer invertebrados iniciais e caracteristicas gerais,grande,4,6,4d,media,1.0,1.1,content,true,true,Entrada da zoologia.
BIO_040,Natureza,Biologia,Zoologia,Invertebrados complexos,Anelideos moluscos e artropodes,Interpretar grupos de invertebrados mais complexos e suas caracteristicas,grande,4,6,4d,media,1.1,1.1,content,true,true,Continuidade da zoologia dos invertebrados.
BIO_041,Natureza,Biologia,Zoologia,Cordados,Protocordados peixes e cordados iniciais,Relacionar protocordados peixes e base evolutiva dos cordados,grande,4,6,4d,alta,1.1,1.2,content,true,true,Primeiro recorte da zoologia dos cordados.
BIO_042,Natureza,Biologia,Ecologia,Fundamentos de ecologia,Introducao fluxo de energia cadeia e teia alimentar,Interpretar organizacao ecologica fluxo de energia e relacoes troficas,grande,4,6,4d,alta,1.2,1.2,content,true,true,Entrada da ecologia.
BIO_043,Natureza,Biologia,Ecologia,Processos ecologicos,Ciclos biogeoquimicos e piramides ecologicas,Relacionar ciclos biogeoquimicos fluxo de materia e piramides ecologicas,grande,4,6,4d,alta,1.2,1.2,content,true,true,Primeiro recorte dos processos ecologicos centrais.
BIO_044,Natureza,Biologia,Ecologia,Dinamica ecologica,Dinamica populacional e sucessao ecologica,Interpretar crescimento populacional interacoes e sucessao ecologica,grande,4,6,4d,alta,1.1,1.2,content,true,true,Primeiro recorte da ecologia aplicada.
BIO_045,Natureza,Biologia,Ecologia,Ambiente e sociedade,Poluicao biociclos e humanidade no ambiente,Relacionar impactos ambientais poluicao e interacao humana com o meio,grande,4,6,4d,alta,1.1,1.2,content,true,true,Fecha a trilha ecologica aplicada.
BIO_046,Natureza,Biologia,Fisiologia Animal,Regulacao corporal,Sentidos e integracao sensorial,Interpretar orgaos dos sentidos e integracao sensorial no organismo humano,medio,3,5,4d,media,1.0,1.1,content,true,true,Complementa sistema nervoso com foco funcional mais direto.
BIO_047,Natureza,Biologia,Fisiologia Animal,Manutencao do organismo,Sistema excretor e osmorregulacao,Relacionar excrecao osmorregulacao e equilibrio hidrico no organismo,medio,3,5,4d,media,1.0,1.1,content,true,true,Completa a camada funcional de manutencao do organismo.
BIO_048,Natureza,Biologia,Zoologia,Cordados,Anfibios repteis aves e mamiferos,Relacionar tetrápodes e grandes adaptacoes dos vertebrados,grande,4,6,4d,alta,1.1,1.2,content,true,true,Fecha a camada principal da zoologia dos cordados.
BIO_049,Natureza,Biologia,Genetica,Genetica mendeliana,Heredogramas e probabilidades geneticas,Interpretar heredogramas e probabilidades em cruzamentos geneticos,grande,4,6,4d,alta,1.2,1.3,content,true,true,Fecha a camada operacional mais recorrente da genetica basica.
BIO_050,Natureza,Biologia,Ecologia,Processos ecologicos,Relacoes ecologicas,Interpretar relacoes ecologicas intraespecificas e interespecificas com mais clareza,medio,3,5,4d,alta,1.1,1.2,content,true,true,Completa a leitura das interacoes ecologicas.
BIO_051,Natureza,Biologia,Ecologia,Dinamica ecologica,Biomas e biociclos,Relacionar grandes biomas biociclos e distribuicao ecologica,grande,4,6,4d,alta,1.1,1.2,content,true,true,Fecha a camada de organizacao ecologica em larga escala.
BIO_052,Natureza,Biologia,Microbiologia,Microbiologia geral,Protozoarios e algas,Relacionar protistas protozoarios algas e seus papeis biologicos,medio,3,5,4d,alta,1.0,1.1,content,true,true,Primeiro recorte da segunda metade da microbiologia.
BIO_053,Natureza,Biologia,Microbiologia,Microbiologia geral,Fungos e micoses,Interpretar fungos micoses e aspectos biologicos mais recorrentes,medio,3,5,4d,alta,1.0,1.1,content,true,true,Complementa microbiologia com foco funcional e patogenico.
BIO_054,Natureza,Biologia,Botanica,Angiospermas e reproducao,Angiospermas frutos e sementes,Relacionar sementes frutos e diversidade reprodutiva das angiospermas,medio,3,5,4d,alta,1.1,1.2,content,true,true,Refina a camada reprodutiva da botanica.
